"filename", "language", "Markdown", "TypeScript", "C++", "Stylus", "Python", "JSON", "JavaScript", "Batch", "JSON with Comments", "YAML", "C", "Rust", "comment", "blank", "total"
"d:\Users\normalpcer\Documents\sync_code\ABC366e_Manhattan_Multifocal_Ellipse.cpp", "C++", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 106
"d:\Users\normalpcer\Documents\sync_code\ABC369E_Sightseeing_Tour.cpp", "C++", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 90
"d:\Users\normalpcer\Documents\sync_code\ABC369F_Gather_Coins.cpp", "C++", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 92
"d:\Users\normalpcer\Documents\sync_code\ABC386f.check_gen.cpp", "C++", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 53
"d:\Users\normalpcer\Documents\sync_code\ABC386f_Operate_K.cpp", "C++", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 83
"d:\Users\normalpcer\Documents\sync_code\ARC160a_Reverse_and_count.cpp", "C++", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 212
"d:\Users\normalpcer\Documents\sync_code\ARC166A_Replace_C_or_Swap_AB.cpp", "C++", 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 38, 293
"d:\Users\normalpcer\Documents\sync_code\AT_abc204_f_[ABC204F]_Hanjo_2.cpp", "C++", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 23, 156
"d:\Users\normalpcer\Documents\sync_code\AT_birthday0410_x_この問題はほんとうにひどい問題であるため，できれば先に他の問題のほうをお楽しみいただければと思っておりまして，ですので他の問題を通し終えて暇になり，かつその暇を.cpp", "C++", 0, 0, 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 71, 592
"d:\Users\normalpcer\Documents\sync_code\BDGD 算法.md", "Markdown", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 62
"d:\Users\normalpcer\Documents\sync_code\C++算法库.md", "Markdown", 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 531
"d:\Users\normalpcer\Documents\sync_code\CF1045G_AI_robots.cpp", "C++", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 96
"d:\Users\normalpcer\Documents\sync_code\CF1304F2_Animal_Observation_hard_version.cpp", "C++", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 192
"d:\Users\normalpcer\Documents\sync_code\CF1557D_Ezzat_and_Grid.cpp", "C++", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 153
"d:\Users\normalpcer\Documents\sync_code\CF1569E_Playoff_Restoration.cpp", "C++", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 217
"d:\Users\normalpcer\Documents\sync_code\CF1741F_Multi_Colored_Segments.cpp", "C++", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 221
"d:\Users\normalpcer\Documents\sync_code\CF242E_XOR_on_Segment.cpp", "C++", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 151
"d:\Users\normalpcer\Documents\sync_code\CF431E_Chemistry_Experiment.cpp", "C++", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 117
"d:\Users\normalpcer\Documents\sync_code\CF438D_The_Child_and_Sequence.cpp", "C++", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 115
"d:\Users\normalpcer\Documents\sync_code\CF474E_Pillars.cpp", "C++", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 150
"d:\Users\normalpcer\Documents\sync_code\CF525E_Anya_and_Cubes.cpp", "C++", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 95
"d:\Users\normalpcer\Documents\sync_code\CF597C_Subsequences.cpp", "C++", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 86
"d:\Users\normalpcer\Documents\sync_code\CF59E_Shortest_Path.cpp", "C++", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 85
"d:\Users\normalpcer\Documents\sync_code\CF833B_The_Bakery.cpp", "C++", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 114
"d:\Users\normalpcer\Documents\sync_code\CF888E_Maximum_Subsequence.cpp", "C++", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 57
"d:\Users\normalpcer\Documents\sync_code\CF920F_SUM_and_REPLACE.cpp", "C++", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 100
"d:\Users\normalpcer\Documents\sync_code\CF960F_Pathwalks.cpp", "C++", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 105
"d:\Users\normalpcer\Documents\sync_code\Data\1_for_zhihu.md", "Markdown", 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 473
"d:\Users\normalpcer\Documents\sync_code\Deepseek 大战猪国杀.cpp", "C++", 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 36, 351
"d:\Users\normalpcer\Documents\sync_code\Deepseek 评价装 & 小分队群公告.md", "Markdown", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 80
"d:\Users\normalpcer\Documents\sync_code\LOJ6277_数列分块入门_1.cpp", "C++", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 77
"d:\Users\normalpcer\Documents\sync_code\LOJ6278_数列分块入门_2.cpp", "C++", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 116
"d:\Users\normalpcer\Documents\sync_code\LOJ6279_数列分块入门_3.cpp", "C++", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 130
"d:\Users\normalpcer\Documents\sync_code\LuoguMarkProblem.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 99
"d:\Users\normalpcer\Documents\sync_code\N1022_treecut.cpp", "C++", 0, 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34, 401
"d:\Users\normalpcer\Documents\sync_code\N1046_亲戚.cpp", "C++", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 212
"d:\Users\normalpcer\Documents\sync_code\N1057_假期.cpp", "C++", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 87
"d:\Users\normalpcer\Documents\sync_code\N1058_猴子.cpp", "C++", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 91
"d:\Users\normalpcer\Documents\sync_code\N1098.cpp", "C++", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 241
"d:\Users\normalpcer\Documents\sync_code\N1099_五子棋.cpp", "C++", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 106
"d:\Users\normalpcer\Documents\sync_code\N1099_五子棋_old.cpp", "C++", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 112
"d:\Users\normalpcer\Documents\sync_code\N1100_Fix.cpp", "C++", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 21, 267
"d:\Users\normalpcer\Documents\sync_code\N1100_Fix_check.py", "Python", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 1, 10, 61
"d:\Users\normalpcer\Documents\sync_code\N1101_邦德I.cpp", "C++", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 65
"d:\Users\normalpcer\Documents\sync_code\N1101_邦德I_空间优化.cpp", "C++", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 82
"d:\Users\normalpcer\Documents\sync_code\N1102_玩诈欺的小杉.cpp", "C++", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 57
"d:\Users\normalpcer\Documents\sync_code\N1103_Bugs_Integrated_Inc.cpp", "C++", 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 32, 372
"d:\Users\normalpcer\Documents\sync_code\N1103_Bugs_Integrated_Inc_Legecy.cpp", "C++", 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 35, 440
"d:\Users\normalpcer\Documents\sync_code\N1103_check.py", "Python", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 13, 66
"d:\Users\normalpcer\Documents\sync_code\N1106.check.py", "Python", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 10, 74
"d:\Users\normalpcer\Documents\sync_code\N1106_Islands_and_Bridges.Legecy.cpp", "C++", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 150
"d:\Users\normalpcer\Documents\sync_code\N1106_Islands_and_Bridges.cpp", "C++", 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 17, 297
"d:\Users\normalpcer\Documents\sync_code\N1475.cpp", "C++", 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39, 343
"d:\Users\normalpcer\Documents\sync_code\N1668_骑士.cpp", "C++", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 143
"d:\Users\normalpcer\Documents\sync_code\N1759_求街道宽度.cpp", "C++", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 66
"d:\Users\normalpcer\Documents\sync_code\N1846_范围统计.cpp", "C++", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 173
"d:\Users\normalpcer\Documents\sync_code\N2009_团伙.cpp", "C++", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 209
"d:\Users\normalpcer\Documents\sync_code\N2010_cubes.cpp", "C++", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 220
"d:\Users\normalpcer\Documents\sync_code\N2141.cpp", "C++", 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 363
"d:\Users\normalpcer\Documents\sync_code\N2156_Difference.cpp", "C++", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 91
"d:\Users\normalpcer\Documents\sync_code\N2171.Solution.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 56
"d:\Users\normalpcer\Documents\sync_code\N2171.check.py", "Python", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 8, 57
"d:\Users\normalpcer\Documents\sync_code\N2171_Grape.Legecy.cpp", "C++", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 163
"d:\Users\normalpcer\Documents\sync_code\N2171_Grape.cpp", "C++", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 212
"d:\Users\normalpcer\Documents\sync_code\N2193_旅游景点.cpp", "C++", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 221
"d:\Users\normalpcer\Documents\sync_code\N2764_二维LIS.cpp", "C++", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 101
"d:\Users\normalpcer\Documents\sync_code\N2835_[HNOI2003]24点游戏_D1_T1.cpp", "C++", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 166
"d:\Users\normalpcer\Documents\sync_code\N3055_Nearest_Common_Ancestors.cpp", "C++", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 77
"d:\Users\normalpcer\Documents\sync_code\N3198_电子眼.cpp", "C++", 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 189
"d:\Users\normalpcer\Documents\sync_code\N3229.py", "Python", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 1, 0, 45
"d:\Users\normalpcer\Documents\sync_code\N3229_打印Hello_Kitty.cpp", "C++", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\Users\normalpcer\Documents\sync_code\N3266_魔法感应_IX.cpp", "C++", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 87
"d:\Users\normalpcer\Documents\sync_code\N3275_矩形涂色_again.cpp", "C++", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 45
"d:\Users\normalpcer\Documents\sync_code\N3342_区间查询.cpp", "C++", 0, 0, 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 26, 430
"d:\Users\normalpcer\Documents\sync_code\N3343_矩形涂色_again.cpp", "C++", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 124
"d:\Users\normalpcer\Documents\sync_code\N3344_矩形涂色_again_plus.cpp", "C++", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 198
"d:\Users\normalpcer\Documents\sync_code\N3353__产量统计_IV_again_plus.cpp", "C++", 0, 0, 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 441
"d:\Users\normalpcer\Documents\sync_code\N3356_区间偶数次数异或和.cpp", "C++", 0, 0, 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 314
"d:\Users\normalpcer\Documents\sync_code\N3357_装箱子.cpp", "C++", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 91
"d:\Users\normalpcer\Documents\sync_code\N3357_装箱子_三维偏序.cpp", "C++", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 130
"d:\Users\normalpcer\Documents\sync_code\N3358_序列划分.cpp", "C++", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 40
"d:\Users\normalpcer\Documents\sync_code\N3360_编辑字符串.cpp", "C++", 0, 0, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22, 373
"d:\Users\normalpcer\Documents\sync_code\N3361_区间GCD.cpp", "C++", 0, 0, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 21, 406
"d:\Users\normalpcer\Documents\sync_code\N3365_区间最大与次大.cpp", "C++", 0, 0, 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 399
"d:\Users\normalpcer\Documents\sync_code\N3367_最先出现_2.cpp", "C++", 0, 0, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 428
"d:\Users\normalpcer\Documents\sync_code\N3402_计算Rating.cpp", "C++", 0, 0, 399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 432
"d:\Users\normalpcer\Documents\sync_code\P1000_超级玛丽游戏.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4
"d:\Users\normalpcer\Documents\sync_code\P1001_A+B_Problem.cpp", "C++", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 71
"d:\Users\normalpcer\Documents\sync_code\P10059_Choose.cpp", "C++", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 119
"d:\Users\normalpcer\Documents\sync_code\P10137_[USACO24JAN]_Walking_in_Manhattan_G.cpp", "C++", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 24, 254
"d:\Users\normalpcer\Documents\sync_code\P10138_[USACO24JAN]_Cowmpetency_G.cpp", "C++", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 18, 192
"d:\Users\normalpcer\Documents\sync_code\P10139_[USACO24JAN]_Nap_Sort_G.cpp", "C++", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 13, 134
"d:\Users\normalpcer\Documents\sync_code\P10193_[USACO24FEB]_Bessla_Motors_G.cpp", "C++", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 119
"d:\Users\normalpcer\Documents\sync_code\P10194_[USACO24FEB]_Milk_Exchange_G.cpp", "C++", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 15, 173
"d:\Users\normalpcer\Documents\sync_code\P10195_[USACO24FEB]_Quantum_Moochanics_G.cpp", "C++", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 133
"d:\Users\normalpcer\Documents\sync_code\P10232_[COCI_2023_2024_#4]_Roboti.cpp", "C++", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 23, 214
"d:\Users\normalpcer\Documents\sync_code\P10280_[USACO24OPEN]_Cowreography_G.cpp", "C++", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 13, 252
"d:\Users\normalpcer\Documents\sync_code\P10281_[USACO24OPEN]_Grass_Segments_G.cpp", "C++", 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 33, 394
"d:\Users\normalpcer\Documents\sync_code\P10282_[USACO24OPEN]_Smaller_Averages_G.cpp", "C++", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 11, 128
"d:\Users\normalpcer\Documents\sync_code\P1038_[NOIP2003_提高组]_神经网络.cpp", "C++", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 221
"d:\Users\normalpcer\Documents\sync_code\P1040_[NOIP2003_提高组]_加分二叉树.cpp", "C++", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 65
"d:\Users\normalpcer\Documents\sync_code\P1073_[NOIP2009_提高组]_最优贸易.cpp", "C++", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 91
"d:\Users\normalpcer\Documents\sync_code\P1083.cpp", "C++", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 253
"d:\Users\normalpcer\Documents\sync_code\P11186_三目运算.cpp", "C++", 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 386
"d:\Users\normalpcer\Documents\sync_code\P11206.check.py", "Python", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"d:\Users\normalpcer\Documents\sync_code\P11206.solution.md", "Markdown", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 137
"d:\Users\normalpcer\Documents\sync_code\P11206_[Cfz_Round_9]_Dove.cpp", "C++", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 93
"d:\Users\normalpcer\Documents\sync_code\P11232_[CSP_S_2024] copy.cpp", "C++", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 35, 248
"d:\Users\normalpcer\Documents\sync_code\P11232_[CSP_S_2024].cpp", "C++", 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 35, 248
"d:\Users\normalpcer\Documents\sync_code\P11232_[CSP_S_2024]_超速检测.cpp", "C++", 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 26, 291
"d:\Users\normalpcer\Documents\sync_code\P11277_世界沉睡童话.cpp", "C++", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 51
"d:\Users\normalpcer\Documents\sync_code\P11277_世界沉睡童话.solution.md", "Markdown", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 94
"d:\Users\normalpcer\Documents\sync_code\P1133_教主的花园.cpp", "C++", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 74
"d:\Users\normalpcer\Documents\sync_code\P11361_[NOIP2024]_编辑字符串.cpp", "C++", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 94
"d:\Users\normalpcer\Documents\sync_code\P11362_[NOIP2024]_遗失的赋值.cpp", "C++", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 61
"d:\Users\normalpcer\Documents\sync_code\P11476_[COCI_2024_2025_#3]_涂矩阵___Bojanje.cpp", "C++", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 138
"d:\Users\normalpcer\Documents\sync_code\P11477_[COCI_2024_2025_#3]_林卡树___Stablo.cpp", "C++", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 12, 121
"d:\Users\normalpcer\Documents\sync_code\P11655_「FAOI_R5」Lovely_139.cpp", "C++", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 69
"d:\Users\normalpcer\Documents\sync_code\P1168_中位数.cpp", "C++", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 88
"d:\Users\normalpcer\Documents\sync_code\P1171_售货员的难题.cpp", "C++", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 206
"d:\Users\normalpcer\Documents\sync_code\P11738 copy.cpp", "C++", 0, 0, 2078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 59, 2325
"d:\Users\normalpcer\Documents\sync_code\P11738.solution.md", "Markdown", 489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 603
"d:\Users\normalpcer\Documents\sync_code\P11738_[集训队互测_2015]_未来程序改.cpp", "C++", 0, 0, 1707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 48, 1929
"d:\Users\normalpcer\Documents\sync_code\P11833_[省选联考_2025]_推箱子.cpp", "C++", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 24, 294
"d:\Users\normalpcer\Documents\sync_code\P1273_有线电视网.cpp", "C++", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 75
"d:\Users\normalpcer\Documents\sync_code\P1314_聪明的质监员.cpp", "C++", 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 261
"d:\Users\normalpcer\Documents\sync_code\P1357_花园.cpp", "C++", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 145
"d:\Users\normalpcer\Documents\sync_code\P1433_吃奶酪.cpp", "C++", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 71
"d:\Users\normalpcer\Documents\sync_code\P1471_方差.cpp", "C++", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 151
"d:\Users\normalpcer\Documents\sync_code\P1505_[国家集训队]_旅游.cpp", "C++", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 210
"d:\Users\normalpcer\Documents\sync_code\P1608.check.py", "Python", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 2, 19, 81
"d:\Users\normalpcer\Documents\sync_code\P1608_路径统计.cpp", "C++", 0, 0, 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35, 347
"d:\Users\normalpcer\Documents\sync_code\P1638_逛画展.cpp", "C++", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 71
"d:\Users\normalpcer\Documents\sync_code\P1707_刷题比赛.cpp", "C++", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 135
"d:\Users\normalpcer\Documents\sync_code\P1725_琪露诺.cpp", "C++", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 49
"d:\Users\normalpcer\Documents\sync_code\P1776_宝物筛选.cpp", "C++", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 75
"d:\Users\normalpcer\Documents\sync_code\P1848_[USACO12OPEN]_Bookshelf_G.cpp", "C++", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 184
"d:\Users\normalpcer\Documents\sync_code\P1856_[IOI1998]_[USACO5.5]_矩形周长Picture.cpp", "C++", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 112
"d:\Users\normalpcer\Documents\sync_code\P1886_滑动窗口__【模板】单调队列.cpp", "C++", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 75
"d:\Users\normalpcer\Documents\sync_code\P1937_[USACO10MAR]_Barn_Allocation_G.cpp", "C++", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 125
"d:\Users\normalpcer\Documents\sync_code\P1939_矩阵加速（数列）.cpp", "C++", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 125
"d:\Users\normalpcer\Documents\sync_code\P1941_[NOIP2014_提高组]_飞扬的小鸟.cpp", "C++", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 81
"d:\Users\normalpcer\Documents\sync_code\P1948_[USACO08JAN]_Telephone_Lines_S.cpp", "C++", 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 261
"d:\Users\normalpcer\Documents\sync_code\P1962_斐波那契数列.cpp", "C++", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 117
"d:\Users\normalpcer\Documents\sync_code\P1966_[NOIP2013_提高组]_火柴排队.cpp", "C++", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 97
"d:\Users\normalpcer\Documents\sync_code\P1967_[NOIP2013_提高组]_货车运输.cpp", "C++", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28, 154
"d:\Users\normalpcer\Documents\sync_code\P1972_[SDOI2009]_HH的项链.cpp", "C++", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 101
"d:\Users\normalpcer\Documents\sync_code\P2015_二叉苹果树.cpp", "C++", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 50
"d:\Users\normalpcer\Documents\sync_code\P2015_二叉苹果树_2.cpp", "C++", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 52
"d:\Users\normalpcer\Documents\sync_code\P2044_[NOI2012]_随机数生成器.cpp", "C++", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 116
"d:\Users\normalpcer\Documents\sync_code\P2114_[NOI2014]_起床困难综合症.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 40
"d:\Users\normalpcer\Documents\sync_code\P2146_[NOI2015]_软件包管理器.cpp", "C++", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 147
"d:\Users\normalpcer\Documents\sync_code\P2151_[SDOI2009]_HH去散步.cpp", "C++", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 15, 154
"d:\Users\normalpcer\Documents\sync_code\P2170_选学霸.cpp", "C++", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 75
